"Order_ID
(internal use)",vorder,var_code,Dataset name,Sweep / Year / Age,Area,Topic,"Collection 
Instrument","Questionnaire 
- general section","Questionnaire
- subsection/ scale",CAPI code,Respondent,About whom,Derived variable,Variable label,Value labels,Variable name,"Requested
(y = yes)","Research Purpose
(e = exposure,
c = confounder,
o = outcome)","Newly Requested (Amendment)
(y = yes)"
14846,93,611.008,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,LengthMinsBanded,Cohort Member,Cohort Member,Yes,CM_IWinf - Interview length in minutes banded   ,(-1.0) Not applicable  (1.0) Less than 30 seconds    (2.0) 30 seconds to 1 minute  (3.0) 1 to <2 minutes (4.0) 2 to <3 minutes (5.0) 3 to <4 minutes (6.0) 4 to <5 minutes (7.0) 5 to <6 minutes (8.0) 6 to <7 minutes (9.0) 7 to <8 minutes (10.0) 8 to <9 minutes (11.0) 9 to <10 minutes        (12.0) 10 to <11 minutes       (13.0) 11 to <12 minutes       (14.0) 12 to <13 minutes       (15.0) 13 to <14 minutes       (16.0) 14 to <15 minutes       (17.0) 15 to <16 minutes       (18.0) 16 to <17 minutes       (19.0) 17 to <18 minutes       (20.0) 18 to <19 minutes       (21.0) 19 to <20 minutes       (22.0) 20 to <25 minutes       (23.0) 25 to <30 minutes       (24.0) 30 minutes or over      ,FCLMBDG0,,,
14847,94,611.009,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,SessionCount,Cohort Member,Cohort Member,Yes,CM_IWinf - Number of sessions   ,(-1.0) Not applicable  ,FCSESSG0,,,
14848,95,611.016,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,YPARCON,Cohort Member,Cohort Member,Yes,IWR: Parent/guardian consent given  ,"(-1.0) Not applicable  (1.0) Yes, consent given      (2.0) No, consent not given   ",FCYPARCN,,,
14849,96,611.017,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,YYCON,Cohort Member,Cohort Member,Yes,IWR: CM consent given   ,"(-1.0) Not applicable  (1.0) Yes, consent given      (2.0) No, consent not given   ",FCYYCON0,,,
14850,97,611.018,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,SLFCMP,Cohort Member,Cohort Member,Yes,CM_IWinf - Self completion or IWR administered  ,(-1.0) Not applicable  (1.0) Accepted as self-completion     (2.0) Accepted as interviewer administration  ,FCSLFCMP,,,
14851,98,611.022,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,WHYINTAD,Cohort Member,Cohort Member,Yes,CM_Iwinf - Reason not doing self-completion (A) ,(-1.0) Not applicable  (1.0) Welsh translation required      (2.0) Unable due to language/ reading problem (3.0) Unable due to health problems (eyesight (4.0) Unable for some other reason (SPECIFY)  (5.0) Couldnt be bothered    (6.0) Worried about confidentiality   (7.0) Other (SPECIFY) (8.0) Don`t know      (9.0) Refused (10.0) Vague irrelevant answer (11.0) Unable due to learning difficulties/spe ,FCWHINTD,,,
14852,99,611.023,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,Activities_intro,Cohort Member,Cohort Member,Yes,Activities entry flag   ,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROB,,,
14853,100,611.028,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,CINE,Cohort Member,Cohort Member,Yes,ActivGrid: Go to the cinema?,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCCINE00,,,
14854,101,611.029,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,SPOR,Cohort Member,Cohort Member,Yes,ActivGrid: Go to watch live sport?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCSPOR00,,,
14855,102,611.03,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,BAND,Cohort Member,Cohort Member,Yes,ActivGrid: Sing in a choir or play in a band or orchestra?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCBAND00,,,
14856,103,611.031,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,RJOY,Cohort Member,Cohort Member,Yes,ActivGrid: Read for enjoyment (not for school)? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCRJOY00,,,
14857,104,611.032,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,ORGA,Cohort Member,Cohort Member,Yes,ActivGrid: Go to youth clubs/scouts/girlguides or oth organised activities? ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCORGA00,,,
14858,105,611.033,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,MUSM,Cohort Member,Cohort Member,Yes,"ActivGrid: Go to museums/galleries, visit historic place/stately home?  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCMUSM00,,,
14859,106,611.034,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,RLSV,Cohort Member,Cohort Member,Yes,ActivGrid: Attend a religious service?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Several times a year    (5.0) Once a year or less     (6.0) Never or almost never   ,FCRLSV00,,,
14860,107,611.035,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,PHEX,Cohort Member,Cohort Member,Yes,Days last week spent doing moderate to vigorous physical activity   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day       (2.0) 5-6 days        (3.0) 3-4 days        (4.0) 1-2 days        (5.0) Not at all      ,FCPHEX00,,,
14861,108,611.036,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,TVHO,Cohort Member,Cohort Member,Yes,Hours per WEEKDAY spent watching TV or videos on computer   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None    (2.0) Less than half an hour  (3.0) Half an hour to less than 1 hour        (4.0) 1 hour to less than 2 hours     (5.0) 2 hours to less than 3 hours    (6.0) 3 hours to less than 5 hours    (7.0) 5 hours to less than 7 hours    (8.0) 7 hours or more ,FCTVHO00,,,
14862,109,611.037,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,COMH,Cohort Member,Cohort Member,Yes,Hours per WEEKDAY spent playing electronic games,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None    (2.0) Less than half an hour  (3.0) Half an hour to less than 1 hour        (4.0) 1 hour to less than 2 hours     (5.0) 2 hours to less than 3 hours    (6.0) 3 hours to less than 5 hours    (7.0) 5 hours to less than 7 hours    (8.0) 7 hours or more ,FCCOMH00,,,
14863,110,611.038,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,CMEX,Cohort Member,Cohort Member,Yes,Does CM have computer of their own  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCMEX00,,,
14864,111,611.039,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,INTH,Cohort Member,Cohort Member,Yes,Does CM ever use the internet at home   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None    (2.0) Less than half an hour  (3.0) Half an hour to less than 1 hour        (4.0) 1 hour to less than 2 hours     (5.0) 2 hours to less than 3 hours    (6.0) 3 hours to less than 5 hours    (7.0) 5 hours to less than 7 hours    (8.0) 7 hours or more ,FCINTH00,,,
14865,112,611.04,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,SOME,Cohort Member,Cohort Member,Yes,Hours per week spent on social networking sites ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None    (2.0) Less than half an hour  (3.0) Half an hour to less than 1 hour        (4.0) 1 hour to less than 2 hours     (5.0) 2 hours to less than 3 hours    (6.0) 3 hours to less than 5 hours    (7.0) 5 hours to less than 7 hours    (8.0) 7 hours or more ,FCSOME00,,,
14866,113,611.041,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,CYCF,Cohort Member,Cohort Member,Yes,How often does CM use a bicycle ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Every day or almost every day   (2.0) Several times a week    (3.0) Once or twice a week    (4.0) At least once a month   (5.0) Every few months        (6.0) At least once a year    (7.0) Less often or never     (8.0) Do not use a bicycle    ,FCCYCF00,,,
14867,114,611.042,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,CYCT,Cohort Member,Cohort Member,Yes,Has CM has any formal cycle training,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCCYCT00,,,
14868,115,611.043,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,CONF,Cohort Member,Cohort Member,Yes,Has cycling training made CM more confident cycling on road ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      (3.0) Never ride on the road  ,FCCONF00,,,
14869,116,611.044,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,SAFD,Cohort Member,Cohort Member,Yes,Area safety: safe for CM to walk/play etc within a mile/20 min from home,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very safe       (2.0) Safe    (3.0) Not very safe   (4.0) Not at all safe ,FCSAFD00,,,
14870,117,611.045,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,PLWE,Cohort Member,Cohort Member,Yes,Do you allow unsupervised time outside home with frds (on weekends),(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most weekends   (2.0) At least once a month   (3.0) Less often than once a month    (4.0) Never   ,FCPLWE00,,,
14871,118,611.046,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Leisure activities,,,,PLWK,Cohort Member,Cohort Member,Yes,Do you allow unsupervised time outside home with frds (afternoon after school),(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Most days       (2.0) At least once a week    (3.0) At least once a month   (4.0) Less often than once a month    (5.0) Never   ,FCPLWK00,,,
14872,119,611.072,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Regular pocket money/allowance]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0A,,,
14873,120,611.073,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Chores/babysitting]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0B,,,
14874,121,611.074,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Working in the family business]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0C,,,
14875,122,611.075,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Paid job] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0D,,,
14876,123,611.076,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Parents given when CM needs]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0E,,,
14877,124,611.077,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Other],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0F,,,
14878,125,611.078,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Never get any money to spend] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0G,,,
14879,126,611.079,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Don t know]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0H,,,
14880,127,611.08,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Refused]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0I,,,
14881,128,611.081,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [No answer],(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0J,,,
14882,129,611.082,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Vague irrelevant answer]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0K,,,
14883,130,611.083,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Money from friends/relatives] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0L,,,
14884,131,611.084,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Money frm spcl occasins BirthD/Xmas]  ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0M,,,
14885,132,611.085,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Reward for good behaviour/grades] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0N,,,
14886,133,611.086,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Money for school] ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0O,,,
14887,134,611.087,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [From selling items]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0P,,,
14888,135,611.088,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Saving]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0Q,,,
14889,136,611.089,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Income ,,,,WMON,Cohort Member,Cohort Member,Yes,Where CM gets spending money from MC (A) [Other earnings]   ,(-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCWMON0R,,,
14890,137,611.093,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,MoralAtt_intro,Cohort Member,Cohort Member,Yes,MoralAtt entry flag ,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROC,,,
14891,138,611.098,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,ROLE,Cohort Member,Cohort Member,Yes,GenderRolesGrid: Men and women should do the same jobs around the house ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly agree  (2.0) Agree   (3.0) Disagree        (4.0) Strongly disagree       ,FCROLE00,,,
14892,139,611.099,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,IMWK,Cohort Member,Cohort Member,Yes,GenderRolesGrid: It is less important for women to work than it is for men  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly agree  (2.0) Agree   (3.0) Disagree        (4.0) Strongly disagree       ,FCIMWK00,,,
14893,140,611.101,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,PLAB,Cohort Member,Cohort Member,Yes,ConsumAttGrid: I like clothing with popular labels  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly agree  (2.0) Agree   (3.0) Disagree        (4.0) Strongly disagree       ,FCPLAB00,,,
14894,141,611.102,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,BTNG,Cohort Member,Cohort Member,Yes,ConsumAttGrid: It bothers me if my friends have things I don't  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly agree  (2.0) Agree   (3.0) Disagree        (4.0) Strongly disagree       ,FCBTNG00,,,
14895,142,611.104,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,WELK,Cohort Member,Cohort Member,Yes,MoralAttGrid: How important is it to you to be well liked?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very important  (2.0) Quite important (3.0) Not very important      (4.0) Not at all important    ,FCWELK00,,,
14896,143,611.105,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,WHRD,Cohort Member,Cohort Member,Yes,MoralAttGrid: How important is it to you to work hard?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very important  (2.0) Quite important (3.0) Not very important      (4.0) Not at all important    ,FCWHRD00,,,
14897,144,611.106,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,FGHT,Cohort Member,Cohort Member,Yes,Wrong to start a fight  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very wrong      (2.0) A bit wrong     (3.0) Not wrong       ,FCFGHT00,,,
14898,145,611.107,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,SPNT,Cohort Member,Cohort Member,Yes,Wrong to write or spray paint on building/fence etc ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very wrong      (2.0) A bit wrong     (3.0) Not wrong       ,FCSPNT00,,,
14899,146,611.108,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,STEL,Cohort Member,Cohort Member,Yes,Wrong to take things without paying ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very wrong      (2.0) A bit wrong     (3.0) Not wrong       ,FCSTEL00,,,
14900,147,611.109,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,"Expectations, attitudes and beliefs (Attitudes and beliefs)",,,,COPY,Cohort Member,Cohort Member,Yes,Wrong to download music/films/games without paying  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Very wrong      (2.0) A bit wrong     (3.0) Not wrong       ,FCCOPY00,,,
14901,148,611.113,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Administration,,,,Education_intro,Cohort Member,Cohort Member,Yes,Education entry flag,(-1.0) Not applicable  (0.0) Not answered    (1.0) Answered        ,FCINTROD,,,
14902,149,611.118,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,ENGL,Cohort Member,Cohort Member,Yes,AcademicSelfConceptGrid: I am good at English   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly disagree       (2.0) Disagree        (3.0) Agree   (4.0) Strongly agree  ,FCENGL00,,,
14903,150,611.119,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,WLSH,Cohort Member,Cohort Member,Yes,AcademicSelfConceptGrid: I am good at Welsh ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly disagree       (2.0) Disagree        (3.0) Agree   (4.0) Strongly agree  ,FCWLSH00,,,
14904,151,611.12,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,MTHS,Cohort Member,Cohort Member,Yes,AcademicSelfConceptGrid: I am good at Maths ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly disagree       (2.0) Disagree        (3.0) Agree   (4.0) Strongly agree  ,FCMTHS00,,,
14905,152,611.121,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,SCIE,Cohort Member,Cohort Member,Yes,AcademicSelfConceptGrid: I am good at Science   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly disagree       (2.0) Disagree        (3.0) Agree   (4.0) Strongly agree  ,FCSCIE00,,,
14906,153,611.122,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,GDPE,Cohort Member,Cohort Member,Yes,AcademicSelfConceptGrid: I am good at PE,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Strongly disagree       (2.0) Disagree        (3.0) Agree   (4.0) Strongly agree  ,FCGDPE00,,,
14907,154,611.123,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,OPTE,Cohort Member,Cohort Member,Yes,Year 10/11 subjects decided ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      (3.0) Already in year 10/11   ,FCOPTE00,,,
14908,155,611.124,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,OPWE,Cohort Member,Cohort Member,Yes,Who decided next year subjects (Parents),(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCOPWE0A,,,
14909,156,611.125,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,OPWE,Cohort Member,Cohort Member,Yes,Who decided next year subjects (School/teachers),(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCOPWE0B,,,
14910,157,611.126,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,OPWE,Cohort Member,Cohort Member,Yes,"Who decided next year subjects (You, yourself)  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCOPWE0C,,,
14911,158,611.127,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,OPWE,Cohort Member,Cohort Member,Yes,Who decided next year subjects (Someone else)   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (0.0) No      (1.0) Yes     ,FCOPWE0D,,,
14912,159,611.128,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,HWKM,Cohort Member,Cohort Member,Yes,"typical week term-time, how long cm spends doing homework?  ",(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) None    (2.0) 1 hour to less than 3 hours     (3.0) 3 hours to less than 5 hours    (4.0) 5 hours to less than 10 hours   (5.0) 10 or more hours        ,FCHWKM00,,,
14913,160,611.129,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,HLPC,Cohort Member,Cohort Member,Yes,How often does anyone at home help with CM's homework   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Always  (2.0) Usually (3.0) Sometimes       (4.0) Never or almost never   ,FCHLPC00,,,
14914,161,611.13,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,QTRM,Cohort Member,Cohort Member,Yes,Quiet area where CM is able to do homework  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) Yes     (2.0) No      ,FCQTRM00,,,
14915,162,611.132,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,SCBE,Cohort Member,Cohort Member,Yes,EducMotGrid: How often do you try your best at school?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCSCBE00,,,
14916,163,611.133,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,SINT,Cohort Member,Cohort Member,Yes,EducMotGrid: How often do you find school interesting?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCSINT00,,,
14917,164,611.134,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,SUNH,Cohort Member,Cohort Member,Yes,EducMotGrid: How often do you feel unhappy at school?   ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCSUNH00,,,
14918,165,611.135,mcs6_cm_interview.sav,Sweep 6 - 2015/6 - 14 years old,,Secondary schooling,,,,STIR,Cohort Member,Cohort Member,Yes,EducMotGrid: How often do you get tired at school?  ,(-9.0) Don't want to answer    (-8.0) Don't know      (-1.0) Not applicable  (1.0) All of the time (2.0) Most of the time        (3.0) Some of the time        (4.0) Never   ,FCSTIR00,,,
